Player: ; Player60; Question: ;Escolheu avatar; Answer: ;1; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Escolheu avatar; Answer: ;1; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Escolheu avatar; Answer: ;1; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Escolheu avatar; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Escolheu avatar; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Escolheu avatar; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;1; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;1; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;4; isCorrect: ;True; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;1; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;3; isCorrect: ;True; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;1; isCorrect: ;True; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;1; isCorrect: ;True; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;3; isCorrect: ;True; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;1; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Bola; Answer: ;1; isCorrect: ;False; isComplete: ;False
Player: ; Player60; Question: ;Colocou Bola; Answer: ;4; isCorrect: ;True; isComplete: ;True
