Player: ; Player29; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Escolheu avatar; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Solicitou Dica / Objeto; Answer: ;Sequencia2; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;4; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;3; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;1; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Solicitou Dica / Objeto; Answer: ;Sequencia2; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;3; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;1; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;2; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;3; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;4; isCorrect: ;False; isComplete: ;False
Player: ; Player29; Question: ;Bola; Answer: ;2; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Solicitou Dica / Objeto; Answer: ;Sequencia2; isCorrect: ;True; isComplete: ;False
Player: ; Player29; Question: ;Colocou Bola; Answer: ;4; isCorrect: ;True; isComplete: ;True
